"participant","loo","d","tau","omega"
74,3,1,0.149106510177676,0.00673794700280705
74,1,1,0.138920676521012,0.00673794700233476
74,2,1,0.147352872501566,0.00673794700106271
74,6,1,0.146126596095515,0.00673794699944238
74,4,1,0.151186568412805,0.00673794700035394
74,5,1,0.139375855584983,0.00673794700053212
74,7,1,0.15815447971408,0.00673794699933846
74,8,1,0.156781828199353,0.00673794699941104
74,9,1,0.152081227065834,0.00673794701203488
75,1,2,0.107577783752184,0.285472343606336
75,2,2,0.110150935447393,0.289927465403003
75,3,2,0.101267826673671,0.258466853526644
75,6,1,0.0936199481918588,0.229972688413654
75,4,2,0.0970202336928741,0.252097858813211
75,5,2,0.106292859512962,0.281092481334971
75,7,1,0.09286389378383,0.229338233631861
75,8,2,0.106988731450736,0.299680264521201
75,9,2,0.102763540200671,0.279208920160637
76,1,1,0.251204964464861,0.00781535319612221
76,2,1,0.220988634604534,0.00673794700099525
76,3,1,0.247472193166001,0.0444406982139613
76,4,1,0.250225999593279,0.0509444227647485
76,5,1,0.284684618742998,0.0819764747531316
76,6,1,0.223623524498138,0.00673794699950322
76,7,1,0.246670220303498,0.0459980223889387
76,8,1,0.237598231903012,0.00673794700169126
76,9,1,0.209194235241548,0.00673794700865026
77,2,1,0.128222575496087,0.445342616699043
77,3,0,0.126088963920323,0.427774534840978
77,4,1,0.127239080651749,0.427801729863871
77,5,1,0.11053025214116,0.380718517961745
77,6,0,0.110595156070344,0.379413071228355
77,7,1,0.104971850604588,0.302969626448128
77,1,1,0.111175415131232,0.372573804326963
77,8,0,0.118320158594457,0.406502433424217
77,9,1,0.0832505752615119,0.259480220433105
78,2,3,0.109505860715051,0.319811374862956
78,3,3,0.112067065559984,0.328886966829074
78,4,3,0.104777943586411,0.30620145108804
78,5,3,0.110390628380944,0.32119698851113
78,6,3,0.111450151119887,0.318548966320443
78,7,2,0.107338682840214,0.299957059109074
78,1,4,0.101388449093642,0.254206432160943
78,8,3,0.092683158462273,0.273512381442883
78,9,3,0.10717149486699,0.292133170126954
79,1,0,0.143599163378848,0.349808814710725
79,2,0,0.154777523736108,0.404531903224967
79,3,0,0.151004801437398,0.383473456273566
79,4,1,0.172013053473314,0.479968381701067
79,5,0,0.183339946258394,0.441588595048472
79,6,0,0.172363607243635,0.449346920057621
79,7,0,0.189510739358474,0.433515380422011
79,8,0,0.187121832309188,0.491379805546739
79,9,1,0.184843841218196,0.507091257309156
80,2,20,0.0795305991748342,0.252902684891907
80,3,0,0.099616178893224,0.344901705890004
80,4,20,0.0752275988805652,0.23736173066473
80,5,20,0.0808649239608308,0.251559926473756
80,6,20,0.0770367897960783,0.249005983311456
80,7,18,0.0852739933260773,0.258809056411489
80,8,20,0.0816571216976325,0.261035798215083
80,9,20,0.0829416390624934,0.262519290268836
80,1,20,0.0796808989465636,0.231238958369464
81,5,1,0.0549167420764304,0.153408262022943
81,3,0,0.0533061804411984,0.122052836660296
81,4,1,0.0559803200074717,0.152740361630824
81,2,1,0.0572339340771096,0.16220835467527
81,1,17,0.0584380838385042,0.173518554726637
81,6,1,0.0524035729390911,0.131771668536218
81,7,1,0.0568539494312333,0.149805385114472
81,8,1,0.060099530644849,0.168046636313487
81,9,1,0.0582369244595301,0.165060792483378
82,2,5,0.1175219555695,0.446777082455185
82,3,7,0.102870568643796,0.350801903003822
82,4,7,0.104433886124078,0.400101800696854
82,1,8,0.102136456650405,0.390344245005196
82,5,6,0.103484316860465,0.387182339673918
82,6,0,0.102396086944904,0.252991062571644
82,7,0,0.105844988692922,0.278402396789569
82,8,6,0.114387491167118,0.430944083850743
82,9,7,0.109258902530924,0.421417444525224
83,5,1,0.0700406626028292,0.0242998648838033
83,1,1,0.069652140824717,0.0240600757154858
83,2,1,0.0730200973783586,0.0532365350589805
83,3,1,0.0694239982248344,0.0532872606100643
83,4,1,0.069040103574342,0.0277338522717144
83,7,1,0.0702597436379277,0.0349960429665869
83,6,1,0.0713652070978641,0.0443061819519748
83,8,1,0.0687301093983063,0.0113408356928842
83,9,1,0.0723933858889079,0.03434904245772
84,2,2,0.121572218914269,0.438255924760306
84,3,2,0.139598351024322,0.483179000292045
84,4,2,0.130708505135078,0.427703711771656
84,8,2,0.133376491575046,0.439342916258924
84,1,2,0.093481440923785,0.30731808796608
84,6,2,0.136311332889673,0.467801477207441
84,7,2,0.134517318195709,0.455342959640474
84,5,2,0.132080142023385,0.414686724271845
84,9,2,0.134667889986538,0.449859055135971
85,2,1,0.129999556243926,0.402145629986734
85,3,1,0.136754300898531,0.427242370317019
85,4,1,0.135276337032932,0.404155914950989
85,5,1,0.133586826867655,0.424827886494442
85,6,1,0.143912682983741,0.47199660391902
85,7,1,0.135384485181314,0.427957917116014
85,8,1,0.14251788329205,0.456088592933967
85,9,1,0.134402073525366,0.418301207202506
85,1,1,0.135011377553294,0.369654235679051
86,2,1,0.0789645984416766,0.195971943631456
86,3,1,0.0708837961663537,0.158087263855137
86,4,1,0.0742058304615769,0.187527224927152
86,5,1,0.075016243593368,0.201264334450616
86,6,1,0.0712194253553848,0.170190401647983
86,7,1,0.0675283303500341,0.161175473736142
86,8,1,0.0687679195245425,0.172558515598916
86,9,1,0.0740393408067466,0.183342427325667
86,1,1,0.0737377109228449,0.183090209306392
87,2,1,0.0457359829705765,0.0758565624333412
87,3,1,0.0474544282910534,0.0955684926611632
87,4,1,0.0468963872183937,0.0975279636358278
87,5,1,0.0458367494460519,0.0869789810579683
87,6,1,0.0452318465842305,0.093268068433102
87,7,1,0.0465370897063765,0.0972717958454791
87,8,1,0.0363929814876032,0.0628053868989553
87,9,1,0.0464401915249217,0.0931761771650701
87,1,1,0.0465479489170812,0.0813799686778096
88,2,16,0.13786591347169,0.378862285919107
88,3,1,0.144075243400058,0.379568789662064
88,4,16,0.131142147786998,0.368356790250032
88,5,2,0.151423314445584,0.417613546057106
88,6,16,0.135595583462311,0.371487525056194
88,7,1,0.139367344320556,0.334570427161396
88,8,1,0.137526388940016,0.358139267111907
88,9,17,0.135611139017448,0.337607895362764
88,1,2,0.149442647176164,0.406651666995999
89,1,1,0.0477797479020228,0.154150241276189
89,2,1,0.0539830769366059,0.189457489668244
89,3,1,0.0448876299475617,0.153880637083787
89,4,1,0.0464431737660657,0.149679334289184
89,5,1,0.0475150489350034,0.155046002283328
89,6,1,0.0463445026442214,0.150516809469916
89,7,1,0.0473311377426047,0.150457850107949
89,8,1,0.0493515685659806,0.15941571962807
89,9,1,0.0504869901944732,0.173618838971277
90,5,2,0.0979620627739057,0.198862051394806
90,1,2,0.103185784225674,0.209749994362962
90,4,2,0.0995018730774384,0.190418519029431
90,2,2,0.102154259540855,0.216267827289051
90,3,2,0.0860837319038573,0.156332555315677
90,6,2,0.104866643373529,0.220984139286556
90,7,2,0.104943615556212,0.218646785308554
90,8,2,0.103603466430372,0.203584125091877
90,9,2,0.0997357810729375,0.203871716359465
91,2,2,0.0923936571324024,0.211654220742658
91,3,2,0.0872859239779235,0.182065313338345
91,4,1,0.0907352723040502,0.17402756884629
91,9,2,0.0889169442716155,0.175486567423928
91,1,1,0.0876706196816499,0.175339824063073
91,5,2,0.0916372699789035,0.189466543557448
91,6,2,0.0838689675916923,0.172336040310549
91,7,1,0.0920647515575501,0.159457062926425
91,8,2,0.0881842838715302,0.190002101055753
92,2,1,0.0747056860168277,0.151426704413541
92,3,1,0.0773385302851848,0.168066693796679
92,4,1,0.0781166094060649,0.166520413841354
92,1,1,0.0615012965321575,0.107223962994114
92,8,1,0.0763199636587346,0.160780363364322
92,5,1,0.0818035581431581,0.184984870773568
92,6,1,0.0797995854027962,0.178519604815844
92,7,1,0.0632678864961312,0.117127564690478
92,9,1,0.0791583854570173,0.160773159860835
93,2,0,0.0686647438960275,0.140005798600058
93,3,0,0.0561372248998518,0.103603104492064
93,4,0,0.0681274140152191,0.148440798166365
93,1,0,0.0681525506924747,0.138259076880234
93,7,0,0.0682659726849236,0.146235356115049
93,8,0,0.0682717403001148,0.144080938679467
93,6,0,0.0744383235162335,0.156046568546405
93,5,0,0.0682610642919873,0.14428187758452
93,9,0,0.0684671928742688,0.148372038802922
94,2,2,0.263494573804796,0.00673794699953465
94,3,2,0.281395740141704,0.00673794700650057
94,4,2,0.318559558544035,0.00673794701054846
94,5,2,0.331108021000111,0.00673794700075482
94,6,2,0.317387967942915,0.00673794699912648
94,7,2,0.318050793573659,0.00673794699996905
94,8,2,0.302203481168977,0.00673794700134331
94,1,2,0.252862287169108,0.00673794700546394
94,9,2,0.366505720663121,0.00673794700107234
95,2,1,0.102721715412485,0.30430054534437
95,3,0,0.0906197335573219,0.21500443248254
95,4,1,0.106117389591322,0.31413608230501
95,5,1,0.100689004014053,0.265861146289976
95,6,1,0.0852450286943374,0.234171465968018
95,7,1,0.0989313083771477,0.270936900664283
95,8,1,0.0902591113499336,0.240679325257807
95,9,1,0.0915091183583734,0.248271756727786
95,1,1,0.107677697474196,0.302690080454114
97,1,2,0.0856417616150066,0.314225757558244
97,2,2,0.0886913760980599,0.319359726870876
97,3,2,0.082765475017373,0.313347909199234
97,4,2,0.0886751555258328,0.336024145418722
97,5,2,0.0904463250427069,0.338879545904322
97,6,0,0.0776792984257173,0.224975664293313
97,7,0,0.0751638058496612,0.211637792863727
97,8,2,0.0903080944325493,0.335178104294002
97,9,2,0.0961617509360126,0.361210356081687
98,2,11,0.821757369897801,0.777009906364767
98,3,11,0.830937068322963,0.778938866097511
98,4,11,0.780003492926873,0.733231690830856
98,5,11,0.892461116242094,0.840338852801777
98,6,11,1.9123393258631,0.00673794699971986
98,7,12,0.798237956329903,0.629380806617235
98,8,11,0.818153550755736,0.765367910472448
98,1,11,0.815484291959849,0.770910484346016
98,9,11,0.70024287273788,0.658572966599054
99,2,0,0.0949939827738845,0.239525799996269
99,3,0,0.0973615203827915,0.244470894802558
99,4,0,0.0958210141667495,0.241652388458496
99,5,0,0.0927251429710345,0.198869904556458
99,6,0,0.0966050023558342,0.244124389203896
99,7,0,0.0847959828111097,0.191655312844052
99,8,0,0.0971154863333153,0.244179816291603
99,9,0,0.0896928981097764,0.209581773266074
99,1,0,0.0977145590282345,0.254198195409887
100,3,10,0.102947072624679,0.354501999472919
100,4,13,0.0944106797621522,0.32149026868593
100,2,10,0.106114057719991,0.361268836180143
100,1,10,0.110539151818735,0.363548007352856
100,5,10,0.107722268217894,0.371968410734609
100,6,10,0.110261248429756,0.376218254897733
100,7,10,0.107975704708089,0.369758863010677
100,8,10,0.109433767984629,0.368309145909947
100,9,10,0.0862769410760351,0.285799538346624
101,1,1,0.0700855472922672,0.141301221661693
101,2,1,0.0716013886985799,0.142179002218341
101,3,1,0.0676120389888453,0.11788225612354
101,4,1,0.0675922837766597,0.129897074766398
101,8,1,0.0629938203978937,0.117230084034519
101,5,1,0.0582710479036083,0.0939420938463613
101,6,1,0.0673319383786531,0.133826016827194
101,7,1,0.056702710669422,0.101173365407788
101,9,1,0.0695913738783306,0.136328865923602
102,2,0,0.119986711553053,0.392516896109489
102,3,0,0.113201014900857,0.354621288784591
102,4,0,0.11005562549139,0.346476297731101
102,1,0,0.130949141643034,0.428768078906982
102,5,0,0.130476531128661,0.385039449098783
102,6,0,0.136441137258028,0.416060639242634
102,7,0,0.128740469923989,0.36041953292933
102,8,0,0.136136923898057,0.423633597185806
102,9,0,0.136022584045768,0.411107220519543
103,2,1,0.152197224018351,0.409405482246127
103,3,1,0.164138236013895,0.411345600347843
103,4,1,0.156775015802015,0.395122007950533
103,1,0,0.131306604776014,0.287542160999467
103,6,1,0.164118352932769,0.416611724963722
103,7,1,0.163374420238033,0.441327115905606
103,8,1,0.148825024028434,0.397760031472803
103,5,1,0.156364816969419,0.4068463315268
103,9,1,0.169620551529255,0.442211463022066
104,1,2,0.0604323709776309,0.177207190047754
104,2,2,0.0649193237629617,0.199228045046496
104,3,2,0.0662317213057144,0.211100513694796
104,4,2,0.0608912971714155,0.189109705325967
104,5,2,0.0629137410631095,0.198588360587059
104,6,2,0.0579556055503455,0.177967270184288
104,7,2,0.064311932939863,0.203378505668818
104,8,2,0.0601290584377403,0.166484498009372
104,9,2,0.0589453611229447,0.184120799302844
