"participant","loo","errorVariance","beta","tau","omega"
87,1,7.25642999211015,0.00833876164936789,0.00940431884500589,0.00673928803901585
87,2,7.3841354903822,0.00726911393416567,0.00931656117496721,0.00675497652159271
87,4,7.18662135295139,0.00748787425022604,0.00895026675606434,0.00679507638778582
87,5,7.6794991832123,0.00676017787356445,0.00861820572178324,0.00681329458847119
87,6,8.13336451727726,0.00727531680790188,0.00825662035998547,0.00686157950330622
87,3,7.14530558909486,0.00743764758259329,0.00885617555010947,0.00675168508890263
87,8,7.20638147509911,0.0068186131991294,0.00939722329595186,0.00677131054653149
87,9,7.47648928738754,0.00685113439728229,0.0087780469965096,0.0067605792634785
87,7,7.35908646827764,0.00704876440836396,0.00865568099991866,0.00681295616609949
88,1,11.2330648356742,0.00678797601543403,0.00858556075965044,0.0150939461363596
88,2,10.2259591494041,0.00693919722126485,0.0101154946242321,0.0187222703992251
88,3,9.21461685198328,0.00674373589956721,0.0122957288525845,0.0221937109702937
88,4,9.55452439827955,0.00690040028756062,0.0115362139871052,0.021843543071838
88,5,9.14955713397869,0.00682237836250074,0.0132166184967928,0.023741229551061
88,8,8.89763985700123,0.00681786451974131,0.0118505467979082,0.0203599835431182
88,9,9.19640344671355,0.00684988572523127,0.0116634903187882,0.0213466965494742
88,6,10.6853831381872,0.00683243024334024,0.00933617623345476,0.0166008668517749
88,7,10.1559526513007,0.0699254504782274,0.00681409634810504,0.00711376542671422
89,2,5.43372880158494,0.0440298661277355,0.00698253489763935,0.00765103240629454
89,3,5.71741860445086,0.0260551726205438,0.00674365550737843,0.00716977514793306
89,4,5.51382752433833,0.0399549213592671,0.00680351370339977,0.00699024131431728
89,5,4.49589670777719,0.0599571970211299,0.00701270137035329,0.00753637131484527
89,8,5.45074654942718,0.0534271419459082,0.0068151374684286,0.00774677617534644
89,9,5.53132913782683,0.0504061538342945,0.00673986356942272,0.0094506226068316
89,1,5.42546996389401,0.0436034157152848,0.0068201906644032,0.00717032786969618
89,6,5.49647472022808,0.0417686258602561,0.00674125094417955,0.0074279260046532
89,7,5.25942395615156,0.0494006037911609,0.00697025967528057,0.0077260635199841
90,1,8.16771251865263,0.152977523338011,0.00677986688846463,0.00792194814424618
90,2,8.77648473624513,0.133949740594152,0.00842861387383783,0.0109446515976525
90,3,7.84613161770463,0.134303657188106,0.00883942137352478,0.0073648728060142
90,4,9.24612783395463,0.145321092504955,0.0077669262837885,0.00995080111887229
90,5,9.55956159428966,0.137296547880414,0.00710770766922377,0.00909459407413326
90,8,9.21130233871802,0.131202245332568,0.00751118963867849,0.00683070824854641
90,9,9.81592267039252,0.12906407970221,0.00706546374876607,0.00777952583821321
90,6,9.27616804001254,0.140789467930866,0.00761471520212565,0.0104956517206965
90,7,7.91179206827484,0.199516590808891,0.00855352954887569,0.0125285350032291
91,8,14.6182252061301,0.00677798172913204,0.0068272600618534,0.0125097311099809
91,9,13.8771595440462,0.00738894515335767,0.00724077585658726,0.0121480563889267
91,1,12.3262891674354,0.00690855375272785,0.00678376282896018,0.00941461873278124
91,2,13.9899076753088,0.00764304207728799,0.00685186845068206,0.0113593340347828
91,3,14.256587326141,0.00705568802212569,0.00713085415570075,0.0129373625580121
91,4,14.2839995134703,0.00763358977759416,0.00689012545576562,0.0126257241533905
91,5,14.1605622575426,0.00681892511804427,0.00692993589515893,0.011424470719739
91,6,13.6833977868031,0.00841116932161505,0.0070619412565084,0.0119088045350587
91,7,5.10461138731199,0.189734705522793,0.0194668040425937,0.0315035940961747
92,1,3.06616552617646,0.0519071178792991,0.0445128701412047,0.105921655041721
92,8,2.89621780256728,0.0456354430593137,0.0467817072785552,0.10746437797385
92,9,2.84342297864095,0.0634311974239416,0.0439665475382639,0.101643812277256
92,2,3.0816107729533,0.0521291454122664,0.0429645119956326,0.0931033080659085
92,3,2.8010592612339,0.0516867622252393,0.0450050263077035,0.105763847419409
92,4,3.02413873378758,0.0557471053961278,0.044506919272867,0.109091358356426
92,5,2.89968294530803,0.0556533433294176,0.0450373143124143,0.110980351010974
92,6,2.80380112775584,0.050943902270058,0.0457513511356005,0.108861717973403
92,7,3.14424521413005,0.0776038698306156,0.025214079953899,0.0497590624461158
93,8,3.11675578562825,0.00674807238771157,0.0321485564102368,0.044230961668008
93,9,3.06755764273047,0.00679753643917342,0.0327030848204741,0.0469302955962006
93,1,2.97051973768378,0.00674042096828504,0.0355579454887284,0.0516830677760772
93,2,3.15888589562234,0.00677094054113242,0.0312113347039133,0.0350902398529236
93,3,5.83260414726437,0.00676508391348291,0.0101477260114781,0.00685665510613464
93,4,3.06798093794254,0.00677289140142892,0.0328554054920524,0.0475113052968334
93,5,3.0535705700075,0.00676899823871977,0.0324323197675628,0.0450413352024224
93,6,2.79518366698455,0.00674056250598263,0.0393689328239872,0.060389756668775
93,7,2.97701946871476,0.00673825634567908,0.0336988176817901,0.051177774841378
94,9,0.187999727827802,54.3481394466609,0.00884541866616334,7.78032099351836
94,1,0.634055336403437,70.7433548371059,0.339534369369221,0.0813123738289066
94,2,0.00686364526681481,2.011925654894,0.0517369025149384,0.0108851970489244
94,3,0.039080989690982,103.816185291916,0.632687412580069,2.74901836999739
94,4,0.0327296104626504,8.08111734362509,0.364279712664937,2.32416552816534
94,5,0.0206687046955899,70.6494217351537,0.161024875454091,72.4275309178621
94,6,0.588517427794954,76.9272953042451,0.0244807308696628,25.0327184782842
94,7,0.980512760913502,62.803084917457,0.121183530549175,28.7563148200364
94,8,1.14536752196479,93.9955322708626,0.0418509843422456,0.0176436638431737
95,1,7.89711216814011,0.0696021546611279,0.00748780501899459,0.00869992986000701
95,9,8.33142881839177,0.0608370862723254,0.00679637463285674,0.00687483743566159
95,6,8.76100807633643,0.0534605411364381,0.00674707558203331,0.00700756132081631
95,5,7.1712014104342,0.139213882380934,0.00674305648539846,0.00712341890953904
95,2,8.46470776967515,0.065161711541136,0.00677510003690412,0.00837455809315213
95,3,7.55921678149675,0.0749640743373776,0.00676525306852776,0.00746432203240752
95,4,8.33281261515075,0.0639760342411569,0.0070394129954521,0.00904307078141288
95,7,8.35418038526291,0.0675726630422847,0.00681635436516728,0.00781048788154165
95,8,7.95070367052923,0.0636691510981291,0.00706377063601661,0.0074633175901712
97,4,8.2079467255859,0.0084961002677456,0.00683612629522962,0.00677275607244398
97,5,7.5541092744383,0.00914996852709078,0.00773861215749463,0.00679004623964548
97,3,7.98874937067066,0.00899409612884084,0.00681797692625193,0.00687652602675413
97,9,6.82656306056859,0.0795142429293066,0.00703117908772976,0.00679102210816318
97,1,7.83154146301376,0.0120188624822591,0.00694132896556757,0.00685849134220141
97,2,8.00474432228171,0.0108442419151764,0.0069330659526718,0.00684091322782944
97,6,7.93639777565743,0.00813760878129761,0.00677159726979047,0.00677101295318113
97,7,7.83261266682786,0.00898765031160199,0.00687464534027366,0.00673922487389074
97,8,7.88257494694253,0.0142598010767645,0.00687114621607494,0.0067665096084779
98,1,0.0399094736903221,0.397505189666768,0.190405288270875,0.851057633029547
98,2,0.0180280045968308,0.447819105774624,0.213242512966441,0.985749038186565
98,3,0.0106566942777839,0.390025617909818,0.187960065686718,0.859142737252744
98,4,0.0122699099762431,0.448837505572741,0.209388113977698,0.9861113552878
98,5,0.0122955878807791,0.388102145533513,0.181059290964949,0.841789918361961
98,8,0.00702120850537689,1.25410654262214,0.19399144420847,2.78544865909199
98,9,0.0110253828111761,0.418436067100826,0.1965657741521,0.91953571563599
98,6,1.05840902278549,0.517312564321898,0.129839543265701,0.334804075896175
98,7,0.00968083637995501,0.38939785333316,0.184009806721431,0.831156263136888
99,2,8.34020208162012,0.0741669613259163,0.00677693478305716,0.00693837911592072
99,3,8.01837918629567,0.0758345299062504,0.00734498162180835,0.00711291356052705
99,4,8.23912520196541,0.0725706649670104,0.00681631860445353,0.00676678839909228
99,5,6.47570040626079,0.189186613849453,0.00714479481777326,0.00720562550823312
99,8,8.01443434767612,0.0811644266866841,0.00697500590315303,0.00680610875595775
99,9,7.77270257484997,0.0757446504747025,0.00708411812494785,0.00711411392413503
99,1,8.31248333555689,0.0616751258706141,0.00713108609022947,0.00687889341364575
99,6,8.30766917767673,0.0808447406479262,0.00692074265886463,0.00726256502096559
99,7,6.76486863943419,0.0943399971167229,0.00740066899823922,0.00694256679002627
100,1,6.16719305635288,0.00674954208790867,0.032673512068556,0.0995230999473223
100,2,8.12305447353265,0.189427359959773,0.00675833916929237,0.0169475160461273
100,3,6.47173530007794,0.00675557877792153,0.0313278003925637,0.0951141976808341
100,4,14.2912937815083,0.00677333919871466,0.00688581515451357,0.0196373461847608
100,8,6.58770208521727,0.006795010282827,0.0307795770654089,0.09197314206994
100,9,5.18421529709779,0.00688103342692767,0.0403573135959516,0.125417583004418
100,6,5.8833275241786,0.00676743866176111,0.0362013919102532,0.111716588177369
100,7,6.96914884139113,0.00695112054997926,0.0290094431138108,0.085758780373635
100,5,6.94557425403239,0.00675603050947789,0.0276000578683517,0.0790960015053177
101,8,7.02722458939995,0.116101088605455,0.00738218328982806,0.00675057640848127
101,9,7.05197803751148,0.1082672746463,0.00798755858393929,0.00681480591377943
101,1,7.20013335932182,0.123878157195442,0.00700660417405194,0.00674110938127315
101,2,6.99031236198613,0.126719116959769,0.00778389905601571,0.0067462638780118
101,3,6.81158403665699,0.108959199825324,0.00841088108727744,0.00676231088615542
101,4,6.91748600732568,0.11514451557795,0.00783300735202147,0.00675278774326161
101,5,6.64249061624694,0.122476823928412,0.00849374545139605,0.00674736753562107
101,6,6.8807943611228,0.113441880007269,0.00773485228542286,0.00676367543383218
101,7,6.92701051336016,0.107487843946576,0.00811117460396563,0.00676773688448838
102,1,11.7854395488458,0.0452350779269855,0.00684589179300746,0.0163583859564628
102,8,10.7317568611266,0.0482000237035938,0.00787919731457967,0.0187484568344327
102,9,11.0178826370826,0.0560932787365191,0.0070557499716397,0.0164976637163779
102,2,9.12707956461823,0.0438419536174764,0.00959935605618505,0.0231939976850222
102,3,9.47842410004504,0.0449174015567596,0.00900345597153776,0.0215072299009457
102,4,8.26327715940527,0.0524084374235071,0.01035188478319,0.0260632317824245
102,5,9.66328168900101,0.0218150113841941,0.00769926152819937,0.0099862672606861
102,6,10.8260119799679,0.0520326873952945,0.00734227808314209,0.0167423550508837
102,7,9.27034042882039,0.0985826081445586,0.00758114226059486,0.0179968341248597
103,8,0.0106234467227632,0.193822075817683,0.027588009032363,0.14538155197241
103,9,6.18999372504973,0.279604268936143,0.00803573739677041,0.017057026073837
103,5,6.43025550979878,0.288521279777202,0.00705597994276718,0.0152739196298217
103,1,6.63714835941704,0.273528789948367,0.00680914213937254,0.0143843889332263
103,2,5.86634944424112,0.284143754190032,0.00782335861339678,0.0163863055629697
103,3,6.3401481254624,0.288687624679197,0.00763754685785678,0.0181868301927872
103,4,6.10530897976646,0.294932079145982,0.0076908353736861,0.0195479631506386
103,6,0.00867584145766168,0.178214741079747,0.0393963907002648,0.173191153771259
103,7,6.21707042691123,0.286014684995845,0.00847544028329215,0.0194841944666083
104,8,4.99674303635029,0.0889983237875273,0.0185449110123087,0.0423251331393507
104,9,6.05110133410753,0.124734165452943,0.0103037892863019,0.0222691768289278
104,1,8.83278349650669,0.0647288547012618,0.00676726531896502,0.0085625193225306
104,2,4.8044285293647,0.100588524764811,0.0152113915700761,0.0373703576286596
104,3,4.77115160130111,0.0913278551544855,0.01888111529983,0.0488250177074408
104,4,4.7343924514273,0.0893485527934456,0.0189638781229961,0.0467057364965733
104,5,4.60046137321228,0.0826783225022513,0.0206292877326868,0.0493572196360397
104,6,4.40509684930589,0.0817524393714892,0.0214214192518291,0.0494258165502474
104,7,5.07592239123491,0.0983217184247461,0.0161802878364149,0.0387515093440011
